date,open,high,low,close,volume,sentiment_average_1d,sentiment_weighted_1d,sentiment_news_count_1d,sentiment_unavailable_count_1d
2021-03-04,5675,5700,5525,5575,70766800,0,0,0,0
2021-03-05,5525,5575,5475,5500,48034400,0,0,0,0
2021-03-08,5550,5625,5475,5550,55652900,0,0,0,0
2021-03-09,5550,5650,5400,5525,66908800,0,0,0,0
2021-03-10,5500,5525,5400,5425,66154200,0,0,0,0
2021-03-12,5550,5575,5450,5475,87065000,0,0,0,0
2021-03-15,5525,5625,5500,5525,48489500,0,0,0,0
2021-03-16,5600,5725,5550,5550,64804400,0,0,0,0
2021-03-17,5625,5650,5550,5575,61881600,0,0,0,0
2021-03-18,5675,5800,5625,5725,90338700,0,0,0,0
2021-03-19,5725,5775,5625,5775,80429800,0,0,0,0
2021-03-22,5750,5775,5550,5575,57320300,0,0,0,0
2021-03-23,5550,5675,5550,5575,46973100,0,0,0,0
2021-03-24,5575,5600,5450,5450,40065300,0,0,0,0
2021-03-25,5450,5525,5400,5450,49497900,0,0,0,0
2021-03-26,5525,5600,5475,5600,24880300,0,0,0,0
2021-03-29,5600,5650,5525,5525,25164100,0,0,0,0
2021-03-30,5475,5550,5400,5400,55842300,0,0,0,0
2021-03-31,5350,5675,5025,5500,1044096200,0,0,0,0
2021-04-01,5350,5400,5325,5350,33323600,0,0,0,0
2021-04-05,5425,5450,5350,5350,29142200,0,0,0,0
2021-04-06,5375,5400,5300,5350,26040800,0,0,0,0
2021-04-07,5300,5350,5275,5325,33361900,0,0,0,0
2021-04-08,5375,5375,5300,5300,43680100,0,0,0,0
2021-04-09,5300,5400,5275,5275,59348800,0,0,0,0
2021-04-12,5250,5275,5050,5075,68211200,0,0,0,0
2021-04-13,5025,5175,5025,5075,53505400,0,0,0,0
2021-04-14,5150,5275,5100,5250,39277800,0,0,0,0
2021-04-15,5250,5275,5175,5250,34533700,0,0,0,0
2021-04-16,5300,5325,5200,5250,38151200,0,0,0,0
2021-04-19,5225,5250,5200,5200,30832600,0,0,0,0
2021-04-20,5150,5300,5150,5300,46601200,0,0,0,0
2021-04-21,5225,5275,5200,5225,47261000,0,0,0,0
2021-04-22,5225,5500,5225,5450,86785100,0,0,0,0
2021-04-23,5500,5650,5475,5625,95175600,0,0,0,0
