date,open,high,low,close,volume,sentiment_average_1d,sentiment_weighted_1d,sentiment_news_count_1d,sentiment_unavailable_count_1d
2018-08-08,6600,6625,6400,6450,5200300,0,0,0,0
2018-08-09,6450,6475,6375,6425,2776800,0,0,0,0
2018-08-10,6425,6450,6325,6400,4038200,0,0,0,0
2018-08-13,6375,6375,6200,6200,4920300,0,0,0,0
2018-08-14,6250,6300,6000,6125,8213400,0,0,0,0
2018-08-15,6125,6225,6050,6125,7347500,0,0,0,0
2018-08-16,6100,6150,6050,6100,6587800,0,0,0,0
2018-08-17,6100,6100,6100,6100,0,0,0,0,0
2018-08-20,6225,6350,6150,6200,3653100,0,0,0,0
2018-08-21,6200,6500,6200,6475,7230000,0,0,0,0
2018-08-22,6475,6475,6475,6475,0,0,0,0,0
2018-08-23,6500,6600,6500,6600,7411300,0,0,0,0
2018-08-24,6650,6700,6600,6675,5193600,0,0,0,0
2018-08-27,6700,6775,6625,6675,5229200,0,0,0,0
2018-08-28,6675,6700,6425,6450,7898300,0,0,0,0
2018-08-29,6450,6475,6275,6375,7805700,0,0,0,0
2018-08-30,6375,6500,6300,6300,6908000,0,0,0,0
2018-08-31,6375,6425,5850,5900,147224400,0,0,0,0
2018-09-03,6375,6375,6325,6375,3770400,0,0,0,0
2018-09-04,6400,6425,6300,6350,5213400,0,0,0,0
2018-09-05,6300,6300,5950,5950,11865300,0,0,0,0
2018-09-06,5875,6100,5850,5950,7774000,0,0,0,0
2018-09-07,6000,6200,5975,6100,9081900,0,0,0,0
2018-09-10,6100,6200,6050,6125,3213300,0,0,0,0
2018-09-11,6125,6125,6125,6125,0,0,0,0,0
2018-09-12,6125,6125,6025,6125,8838700,0,0,0,0
2018-09-13,6125,6125,5925,6000,17650500,0,0,0,0
2018-09-14,6000,6225,5975,6175,9231100,0,0,0,0
2018-09-17,6200,6200,6050,6100,3320100,0,0,0,0
2018-09-18,6050,6100,5925,5925,12712800,0,0,0,0
2018-09-19,5950,6025,5850,5850,10491700,0,0,0,0
2018-09-20,5900,6025,5875,6000,9299100,0,0,0,0
2018-09-21,6075,6075,6000,6075,11840000,0,0,0,0
2018-09-24,6075,6075,5950,5975,3544000,0,0,0,0
