variant_id,variant_label,date,active_ticker_count,available_ticker_count,target_selected_count
layer1_only,Layer 1 only,2000-10-03,0,4,0
layer1_only,Layer 1 only,2000-10-04,0,4,0
layer1_only,Layer 1 only,2000-10-05,0,4,0
layer1_only,Layer 1 only,2000-10-06,0,4,0
layer1_only,Layer 1 only,2000-10-09,0,4,0
layer1_only,Layer 1 only,2000-10-10,0,4,0
layer1_only,Layer 1 only,2000-10-11,0,4,0
layer1_only,Layer 1 only,2000-10-12,0,4,0
layer1_only,Layer 1 only,2000-10-13,0,4,0
layer1_only,Layer 1 only,2000-10-16,0,4,0
layer1_only,Layer 1 only,2000-10-17,0,5,0
layer1_only,Layer 1 only,2000-10-18,0,5,0
layer1_only,Layer 1 only,2000-10-19,0,5,0
layer1_only,Layer 1 only,2000-10-20,0,5,0
layer1_only,Layer 1 only,2000-10-23,0,5,0
layer1_only,Layer 1 only,2000-10-24,0,5,0
layer1_only,Layer 1 only,2000-10-25,0,5,0
layer1_only,Layer 1 only,2000-10-26,0,5,0
layer1_only,Layer 1 only,2000-10-27,0,5,0
layer1_only,Layer 1 only,2000-10-30,0,5,0
layer1_only,Layer 1 only,2000-10-31,0,5,0
layer1_only,Layer 1 only,2000-11-01,0,6,0
layer1_only,Layer 1 only,2000-11-02,0,6,0
layer1_only,Layer 1 only,2000-11-03,0,6,0
layer1_only,Layer 1 only,2000-11-06,0,6,0
layer1_only,Layer 1 only,2000-11-07,0,6,0
layer1_only,Layer 1 only,2000-11-08,0,6,0
layer1_only,Layer 1 only,2000-11-09,0,6,0
layer1_only,Layer 1 only,2000-11-10,0,6,0
layer1_only,Layer 1 only,2000-11-13,0,6,0
layer1_only,Layer 1 only,2000-11-14,0,6,0
layer1_only,Layer 1 only,2000-11-15,0,6,0
layer1_only,Layer 1 only,2000-11-16,0,6,0
layer1_only,Layer 1 only,2000-11-17,0,6,0
layer1_only,Layer 1 only,2000-11-20,0,6,0
layer1_only,Layer 1 only,2000-11-21,0,6,0
layer1_only,Layer 1 only,2000-11-22,0,7,0
layer1_only,Layer 1 only,2000-11-23,0,7,0
layer1_only,Layer 1 only,2000-11-24,0,7,0
layer1_only,Layer 1 only,2000-11-27,0,7,0
layer1_only,Layer 1 only,2000-11-28,0,7,0
layer1_only,Layer 1 only,2000-11-29,0,7,0
layer1_only,Layer 1 only,2000-11-30,0,7,0
layer1_only,Layer 1 only,2000-12-01,0,7,0
layer1_only,Layer 1 only,2000-12-04,0,7,0
layer1_only,Layer 1 only,2000-12-05,0,7,0
layer1_only,Layer 1 only,2000-12-06,0,8,0
layer1_only,Layer 1 only,2000-12-07,0,8,0
layer1_only,Layer 1 only,2000-12-08,0,8,0
layer1_only,Layer 1 only,2000-12-11,0,8,0
layer1_only,Layer 1 only,2000-12-12,0,8,0
layer1_only,Layer 1 only,2000-12-13,0,8,0
