signal_date,entry_date,exit_date,entry_price,exit_price,return_pct,is_win,holding_period_bars,max_drawdown_pct,exit_reason,ticker,variant_id
2023-09-07,2023-09-08,2023-09-29,1310.0,1610.0,22.900763358778626,True,15,0.7634,time_stop,MEDC,atr_trailing_stop_no_layer3
2024-01-08,2024-01-09,2024-01-22,1195.0,1175.0,-1.6736401673640167,False,10,3.3473,atr_stop,MEDC,atr_trailing_stop_no_layer3
2024-02-23,2024-02-26,2024-03-19,1230.0,1435.0,16.666666666666664,True,15,3.6585,time_stop,MEDC,atr_trailing_stop_no_layer3
2024-04-03,2024-04-04,2024-04-22,1565.0,1480.0,-5.431309904153355,False,7,7.0288,atr_stop,MEDC,atr_trailing_stop_no_layer3
2024-09-24,2024-09-25,2024-10-14,1315.0,1325.0,0.7604562737642585,True,14,3.8023,atr_stop,MEDC,atr_trailing_stop_no_layer3
2025-09-02,2025-09-03,2025-09-24,1235.0,1315.0,6.477732793522267,True,15,3.6437,time_stop,MEDC,atr_trailing_stop_no_layer3
2025-09-25,2025-09-26,2025-10-09,1345.0,1525.0,13.382899628252787,True,10,4.0892,atr_stop,MEDC,atr_trailing_stop_no_layer3
2025-11-24,2025-11-25,2025-12-11,1335.0,1230.0,-7.865168539325842,False,13,8.2397,atr_stop,MEDC,atr_trailing_stop_no_layer3
2025-12-12,2025-12-15,2026-01-08,1315.0,1405.0,6.844106463878327,True,15,5.7034,atr_stop,MEDC,atr_trailing_stop_no_layer3
2026-01-12,2026-01-13,2026-02-03,1545.0,1455.0,-5.825242718446602,False,15,16.5049,time_stop,MEDC,atr_trailing_stop_no_layer3
2026-02-10,2026-02-11,2026-03-05,1550.0,1820.0,17.419354838709676,True,15,2.2581,time_stop,MEDC,atr_trailing_stop_no_layer3
2026-03-09,2026-03-10,2026-04-02,1630.0,1605.0,-1.5337423312883436,False,13,2.454,atr_stop,MEDC,atr_trailing_stop_no_layer3
2016-04-01,2016-04-04,2016-04-29,2500.0,2655.0,6.2,True,15,3.4,time_stop,MIKA,atr_trailing_stop_no_layer3
2016-05-04,2016-05-09,2016-05-27,2530.0,2570.0,1.5810276679841897,True,15,3.9526,time_stop,MIKA,atr_trailing_stop_no_layer3
2016-06-27,2016-06-28,2016-07-14,2710.0,2540.0,-6.273062730627306,False,8,6.2731,atr_stop,MIKA,atr_trailing_stop_no_layer3
2016-08-09,2016-08-10,2016-08-31,2710.0,2800.0,3.3210332103321036,True,15,5.9041,time_stop,MIKA,atr_trailing_stop_no_layer3
2016-11-02,2016-11-03,2016-11-23,2740.0,2710.0,-1.094890510948905,False,15,4.0146,time_stop,MIKA,atr_trailing_stop_no_layer3
2017-02-28,2017-03-01,2017-03-21,2550.0,2610.0,2.3529411764705883,True,15,5.098,time_stop,MIKA,atr_trailing_stop_no_layer3
2017-07-27,2017-07-28,2017-08-17,2140.0,2380.0,11.214953271028037,True,15,1.8692,time_stop,MIKA,atr_trailing_stop_no_layer3
2018-01-16,2018-01-17,2018-02-06,1910.0,1940.0,1.5706806282722512,True,15,2.0942,time_stop,MIKA,atr_trailing_stop_no_layer3
2018-02-14,2018-02-15,2018-03-07,2060.0,2140.0,3.8834951456310676,True,15,2.9126,time_stop,MIKA,atr_trailing_stop_no_layer3
2019-01-02,2019-01-03,2019-01-16,1600.0,1630.0,1.875,True,10,0.0,atr_stop,MIKA,atr_trailing_stop_no_layer3
2019-01-21,2019-01-22,2019-02-11,1615.0,1800.0,11.455108359133128,True,15,8.3591,time_stop,MIKA,atr_trailing_stop_no_layer3
2019-02-12,2019-02-13,2019-03-05,1860.0,1910.0,2.6881720430107525,True,15,8.6022,time_stop,MIKA,atr_trailing_stop_no_layer3
2019-03-22,2019-03-25,2019-04-12,1950.0,2040.0,4.615384615384616,True,15,5.1282,time_stop,MIKA,atr_trailing_stop_no_layer3
2019-04-25,2019-04-26,2019-05-09,2000.0,2080.0,4.0,True,10,0.25,atr_stop,MIKA,atr_trailing_stop_no_layer3
2019-05-14,2019-05-15,2019-05-23,2100.0,1960.0,-6.666666666666667,False,7,10.9524,atr_stop,MIKA,atr_trailing_stop_no_layer3
2019-07-25,2019-07-26,2019-08-05,2060.0,2080.0,0.9708737864077669,True,7,3.6408,atr_stop,MIKA,atr_trailing_stop_no_layer3
2019-08-08,2019-08-09,2019-08-29,2220.0,2500.0,12.612612612612612,True,15,4.5045,time_stop,MIKA,atr_trailing_stop_no_layer3
2019-09-25,2019-09-26,2019-10-15,2550.0,2670.0,4.705882352941177,True,14,0.0,atr_stop,MIKA,atr_trailing_stop_no_layer3
2021-01-26,2021-01-27,2021-02-17,2770.0,3090.0,11.552346570397113,True,15,3.9711,time_stop,MIKA,atr_trailing_stop_no_layer3
2021-06-21,2021-06-22,2021-07-12,2840.0,2730.0,-3.873239436619718,False,15,8.0986,time_stop,MIKA,atr_trailing_stop_no_layer3
2022-01-26,2022-01-27,2022-02-08,2370.0,2330.0,-1.6877637130801686,False,8,1.6878,atr_stop,MIKA,atr_trailing_stop_no_layer3
2022-05-12,2022-05-13,2022-05-30,2690.0,2650.0,-1.486988847583643,False,10,5.2045,atr_stop,MIKA,atr_trailing_stop_no_layer3
2022-06-30,2022-07-01,2022-07-21,2790.0,2760.0,-1.0752688172043012,False,15,5.0179,time_stop,MIKA,atr_trailing_stop_no_layer3
2022-10-18,2022-10-19,2022-10-31,2900.0,2760.0,-4.827586206896552,False,9,5.8621,atr_stop,MIKA,atr_trailing_stop_no_layer3
2023-12-20,2023-12-21,2024-01-03,2750.0,2620.0,-4.7272727272727275,False,7,4.7273,atr_stop,MIKA,atr_trailing_stop_no_layer3
2024-04-25,2024-04-26,2024-05-21,2950.0,3100.0,5.084745762711865,True,15,4.0678,time_stop,MIKA,atr_trailing_stop_no_layer3
